1,2,3,4,5,6,7,8,9,10,11,12,13
79078975,Bytovaja elektronika,Telefony,Nokia X6 sensor original,"Razbito steklo, sensor, displej na vashej Nokia X6, my smozhem prodat' vam novuju original'nuju sensornuju panel' (steklo). A tak zhe bystro, kachestvenno i nadezhno zamenit' ee. Tsena javljaetsja dilerskoj tsenoj Nokia i dejstvitel'na tol'ko dlja servisnyh tsentrov Peterburga. Dlja chastnyh lits tsena vyshe na 15%. V nalichii est' vse tsveta. Po voprosam ustanovki zvonite.","{""Vid telefona"":""Nokia""}",1450,,0,0,0,0,0.2
63941825,Transport,Avtomobili s probegom,"LADA Kalina, 2007","muzyka, chehly, rezina zima+ leto, EUR, salon chistyj, ne dlja kurjaschih, 8-kl. dv., avto bez DTP. est' tak zhe parktornik, vse rabotaet, svoevremennoe TO. TORG","{""God vypuska"":""2007"", ""Tip kuzova"":""Sedan"", ""Probeg"":""95 000 - 99 999"", ""Korobka peredach"":""Mehanicheskaja"", ""Ob'em dvigatelja"":""1.6"", ""Tip dvigatelja"":""Benzinovyj"", ""Marka"":""VAZ (LADA)"", ""Model'"":""Kalina"", ""Tsvet"":""Sinij"", ""Privod"":""Perednij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",167000,,0,0,0,0,3.37
65879094,Transport,Avtomobili s probegom,"Mercedes-Benz ML-klass AMG, 2009","Prodam tachku v skazachnom polozhenii. Ne russkim ne prodaju. perekupam ne reagiruju. Net obmena. Avtomobil' prohodilO tehosmotrah. Dorabotok ne trebuet. Otdaju. Potorgujus' - sdelaem delo na meste pri vstreche. Umnym, na strannye zaprosy ne otechu. Rabotaju vsegda s delovymi. Budu rad prodat' vam!.","{""Marka"":""Mercedes-Benz"", ""Model'"":""ML-klass AMG"", ""God vypuska"":""2009"", ""Probeg"":""95 000 - 99 999"", ""Tip kuzova"":""Vnedorozhnik"", ""Tsvet"":""Bezhevyj"", ""Ob'em dvigatelja"":""3.0"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Dizel'nyj"", ""Privod"":""Zadnij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",1729000,,0,0,0,0,5.73
83841829,Nedvizhimost',Kvartiry,"1-k kvartira, 40 m, 3/9 et.",Kvartira v srednem sostojanii.kuhnja 9 m kv.zal 20 m kv.Kvartira pustaja.Dokumenty gotovy k prodazhe.,"{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""1"", ""Vid ob'ekta"":""Vtorichka"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""3"", ""Etazhej v dome"":""9-12"", ""Etazhej v dome"":""9"", ""Tip doma"":""Panel'nyj"", ""Adres"":""Tel'mana 35""}",1420000,,0,0,0,0,23.1
42210530,Nedvizhimost',Kommercheskaja nedvizhimost',"Sdam sklad 1224 kv. m., Entuziastov sh",Sdaju sklad m. Shosse Entuziastov v skladskom komplekse ploschad'ju 1224 m2 v VAO. Kapital'nyj otaplivaemyj sklad na ohranjaemoj territorii. Potolki-5 metrov. 2 vorot. PANDUS PO VSEJ ShIRINE SKLADA. Sdaetsja vmeste s ofisom 90 kv. Kruglosutochnyj rezhim raboty Kont. litso: Sergej Borisovich ^p Entuziastov sh ^p  v baze: 39926,"{""Tip ob'javlenija"":""Sdam"", ""Vid ob'ekta"":""Skladskoe pomeschenie"", ""Ploschad'"":""1224"", ""Adres"":""Entuziastov sh""}",734400,,0,0,0,0,0.08
42360989,Nedvizhimost',Kvartiry,"2-k kvartira, 45 m, 4/9 et.","Sdaetsja kvartira s bol'shoj spal'nej i kuhnej -studiej (sovmeschena s zalom) na dlitel'nyj srok. ^p Vsja neobhodimaja tehnika(duhovka, holodil'nik, televizor, mikrovolnovka, pylesos, stiral'naja mashinka, el.plita), mebel'.  ^p Absoljutno novaja!!! s otlichnym remontom. ^p za 20000 r + pljus kommunal'nye(vozmozhen torg) ^p SOBSTVENNIK!!!!!!!!!!!!!!!","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""2"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Etazh"":""4"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazhej v dome"":""9-12"", ""Etazhej v dome"":""9"", ""Adres"":""ul. Sovetskaja, 65,""}",20000,,0,0,0,0,3.06
93653494,Uslugi,Predlozhenija uslug,Professional'nyj lechebnyj massazh,"Klassicheskij, lechebnyj, medovyj, obschij, antitselljulitnyj. Zvonit' 8@@PHONE@@ Sergej.","{""Vid uslugi"":""Krasota, zdorov'e""}",0,1,1,1,0,0,3.52
37643131,Nedvizhimost',Kvartiry,"3-k kvartira, 85 m, 2/10 et.","Bol'shaja i ujutnaja kvartira na sutki! A large and comfortable apartment on the day! ^p Kol-vo gostej-8 ^p Blizhajshee metro- Park Pobedy- 1 min Kol-vo spal'nyh mest-2+2+2+1+1(1 2h spal'naja krovat',2 2-h spal'nyh divana, 1 odnospal'nyj divan, raskladushka stavitsja za doplatu 1000 r) ^p Kvartira raspolozhena v istoricheskom tsentre goroda, v 1 minute ot st. m. Park Pobedy, v 4 minutah Poklonnaja Gora, a takzhe Triumfal'naja Arka, v 5 minutah transportov i Vy - u novogo TTs ""Evropejskij"" i Kievskogo vokzala, a v 10-15 minatah transportov - Staryj Arbat .Otlichnaja kvartira biznes klassa. V kvartire vypolnen evro remont i imeetsja vse neobhodimoe dlja komfortnogo prozhivanija. Inter'er kvartiry vypolnen v teplyh tonah, chto sposobstvuet vozniknoveniju unikal'noj atmosfery. V nashej kvartire est' dzhakuzi, imejutsja odnorazovye dushevye prinadlezhnosti, odnorazovye tapochki, bezlimitnyj besplatnyj internet.V peshej udalennosti ot doma Vy mozhete najti  ujutnye kafe, a takzhe produktovye magaziny i odin iz luchshih produktovyh rynkov stolitsy ""Dorogomilovskij""","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""3"", ""Srok arendy"":""Posutochno"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""2"", ""Etazhej v dome"":""10"", ""Etazhej v dome"":""9-12"", ""Ploschad'"":""85"", ""Adres"":""ul.Ploschad' Pobedy,d.1b""}",7500,,0,0,0,0,0.2
34247594,Dlja doma i dachi,Mebel' i inter'er,Kuhonnyj garnitur,"Prodaju.Normal'noe sostojanie,samovyvoz.V kadr ne voshla mojka,no ona v komplekte.Torg umesten.Vyvoz iz tsentra.","{""Vid tovara"":""Kuhonnye garnitury""}",3000,,0,0,0,0,22.92
67273104,Transport,Zapchasti i aksessuary,Prodaju sabvufer i usilitel',Sab 600V usilitel' Magnat 1000V 4 kanal'nyj,"{""Vid tovara"":""Audio- i videotehnika""}",4500,,0,0,0,0,0.17
58195640,Transport,Zapchasti i aksessuary,Fary vaz09,fary 09 b/u bez lampochek est' defekty. na levoj proboina v korpuse i 1 verhnij krepezh sorvan. na pravoj 2 verhnih krepezha sorvany ts500r. za obe.,"{""Vid tovara"":""Zapchasti"", ""Tip tovara"":""Dlja avtomobilej""}",500,,0,0,0,0,9.53
69686754,Uslugi,Predlozhenija uslug,Jamobur,Burim otverstija ot 270 mm do 800mm glubina do 10 metrov proizvodim montazh  svetovyh opor. jamobur na baze isuzu v tom chisle vezdehod.,"{""Vid uslugi"":""Transport, perevozki"", ""Tip uslugi"":""Arenda spetstehniki""}",270,,0,0,0,0,13.81
63434799,Nedvizhimost',Kommercheskaja nedvizhimost',"Ofisnoe pomeschenie, 6.7 m","Ofisy v BTs Nagatinskij (klass V). Prjamaja arenda ot Sobstvennika! 5 minut peshkom ot stantsii metro Kolomenskaja. Ohranjaemaja nazemnaja parkovka. Razvitaja infrastruktura (fitnes-tsentr, bassejn, kafe i magaziny, avia- i zh/d kassy, reklamnye agentstva, notarius, stomatologija, salon krasoty).  Po vsem voprosam obraschat'sja v otdel arendy po telefonu 8 @@PHONE@@ (Svetlana).","{""Tip ob'javlenija"":""Sdam"", ""Vid ob'ekta"":""Ofisnoe pomeschenie"", ""Klass zdanija"":""B"", ""Ploschad'"":""6.7"", ""Adres"":""andropova 22""}",24008,,0,1,0,0,0.17
72037749,Lichnye veschi,Detskaja odezhda i obuv',"Pal'to dlja devochek ot 8 do 10 let ""Arisha""","Pal'to novoe, ni razu ne odevali, ^p prodaju, v svjazi s pokupkoj novogo pal'to. ^p V komplekte est' rjukzak(ochen' udobnyj). ^p Proizvoditel' OOO BATIK ROSSIJa  ^p Tkan' verha - p/e 100% ^p Podklad - hlopok 35% ^p                  p/e 65% ^p Uteplitel' - holofajber ^p Tsena na sajte 4 800r ^p Ja prodaju za 3000r ^p http://tdbatik.rf/index.php/trade/productlist/2026/","{""Vid odezhdy"":""Dlja devochek"", ""Predmet odezhdy"":""Verhnjaja odezhda"", ""Razmer"":""134-140 sm (8-10 let)""}",3000,,0,0,0,0,0.08
23954063,Lichnye veschi,"Odezhda, obuv', aksessuary",Pal'to s pojasom(Turtsija ) novoe,,"{""Vid odezhdy"":""Zhenskaja odezhda"", ""Predmet odezhdy"":""Verhnjaja odezhda"", ""Razmer"":""4648 (L)""}",1200,,0,0,0,0,0.58
23416149,Lichnye veschi,"Odezhda, obuv', aksessuary",Krossovki,"Krossovki chernogo tsveta, imitatsija kozhi, horoshego kachestva, vse detali prostrocheny, pruzhinistaja podoshva. Prochnye i original'nogo fasona. B/u sovsem nemnogo. Sostojanie otlichnoe.","{""Vid odezhdy"":""Zhenskaja odezhda"", ""Predmet odezhdy"":""Obuv'"", ""Razmer"":""37""}",450,,0,0,0,0,9.57
75142453,Lichnye veschi,"Odezhda, obuv', aksessuary",Kozhanye sapogi,"V ideal'nom sostojanii. Primerit' mozhno na Krasnoj Pozitsii,a tak zhe  mogu pod'ehat' k KOL'TsU ili k MEGE","{""Vid odezhdy"":""Zhenskaja odezhda"", ""Predmet odezhdy"":""Obuv'"", ""Razmer"":""36""}",1000,,0,0,0,0,0.14
55131295,Nedvizhimost',Kvartiry,"1-k kvartira, 37 m, 6/10 et.","Kvartira v Azino, svetlaja, ujutnaja, s mebel'ju, bytovoj tehnikoj, imeetsja stiral'naja mashina-avtomat. Kvartira sdaetsja na dlitel'nyj srok porjadochnym ljudjam. ^p  v baze: 170360","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""1"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""6"", ""Etazhej v dome"":""10"", ""Etazhej v dome"":""9-12"", ""Adres"":""Kazan', Noksinskij Spusk ul""}",12000,,0,0,0,0,23.41
31420112,Uslugi,Predlozhenija uslug,Hudozhnik pesochnoj animatsii na prazdnik,"Podgotovka k meroprijatiju v samom razgare. So vkusom podobrana kazhdaja detal', no Vam kazhetsja, chto chego-to ne hvataet , chego-to, chego ne bylo u drugih? Neobychnosti i original'nosti ljubomu prazdniku pridast Shou Peskoff!  ^p Shou Peskoff  eto jarkoe i nezabyvaemoe vystuplenie po sozdaniju hudozhnikom-animatorom v zhivuju  pesochnyh kartin prjamo pered gostjami torzhestva v soprovozhdenii prijatnoj melodii.  ^p Takim obrazom, v rukah hudozhnika pesok  mozhet stat' prekrasnym soprovozhdeniem ljubogo prazdnika, pomozhet rasskazat' istoriju Vashej ljubvi, poradovat' detej skazochnym volshebstvom ili prosto udivit' gostej!  ^p Srednjaja prodolzhitel'nost' programmy  30-35 min.","{""Vid uslugi"":""Prazdniki, meroprijatija""}",0,,0,0,0,0,2.75
58288878,Lichnye veschi,Detskaja odezhda i obuv',Konvert dlja devochki vesna-osen',"Otlichnyj finskij konvert Lummie dlja devochki, razmer 80, podhodit s rozhdenija. Vnutri polnost'ju na flise, udobnyj, legkij i teplyj, dyshaschaja vetrozaschitnaja poverhnost', s'emnyj meh na kapjushone, ruchki otvorachivajutsja, bezopasnaja zastezhka-molnija, vperedi est' udobnyj karmashek, krasivyj nezhnyj rozovyj tsvet. Konvert v ideal'nom sostojanii, kak novyj. Vozmozhna dostavka!","{""Vid odezhdy"":""Dlja devochek"", ""Predmet odezhdy"":""Verhnjaja odezhda"", ""Razmer"":""74-80 sm (7-12 mes)""}",800,,0,0,0,0,0.07
79374353,Nedvizhimost',Kommercheskaja nedvizhimost',Pomeschenie ot kugi s arendatorami (magazin produkto,"Ppodaetsja pravo apendy KUGI na pomeschenie vo Fpynzenckom pajone ^p Ctantsija metro - Obuhovo ^p Ploschad' pomeschenija 284,3 m2 ^p Arendatory platjat - 150 000 rub./mes. dogovor zakljuchaetsja na 11 mesjatsev s dal'nejshej prolongatsiej ^p Elektrichestvo - 40kVt Na dannoe vremja imeetsja arendatory: magazin produktov , kafe, parikmaherskaja ^p Arenda ot KUGI - 30 000 rub./mes.  Sostojanie pomeschenija otlichnoe","{""Tip ob'javlenija"":""Prodam"", ""Vid ob'ekta"":""Torgovoe pomeschenie"", ""Ploschad'"":""284"", ""Adres"":""Obuhovo""}",4700000,,0,0,0,0,21.92
77522735,Nedvizhimost',Kvartiry,"1-k kvartira, 18 m, 5/5 et.","Kirpichnyj dom. Gostinka. Ustanovleny kuhnja, svoj dush, sanuzel, vodonagrevatel', radiator, metallicheskaja dver'. V sanuzle i dushevoj pomenjany truby. Kapital'nyj remont krovli. Kvartira svetlaja chistaja. 2100992, dob. 126 ^p ZVONITE PRJaMO SEJChAS telefon 2-100-992 dob.126 Kondrat'eva Tat'jana Petrovna ^p Obraschajtes' v TATNED!!! My predlagaem Vam sekonomit' Vashe vremja, den'gi i nervy!!! ^p -srochnyj vykup kvartir, komnat, dolej (-10% ot rynochnoj stoimosti) ^p -usluga po kuple / prodazhe kvartir, komnat, dolej (ot 10 tysjach rublej) ^p -usluga po najmu zhilyh pomeschenij (ot 5 tysjach rublej) ^p -pomosch' v oformlenii ipoteki (32 banka) ^p -pomosch' v oformlenii dokumentov (ot 500 rublej) ^p -konsul'tatsii po otsenke, s izgotovlenie otcheta ob otsenke (ot 2 tysjach rublej) ^p -konsul'tatsii po strahovaniju ^p -SKIDKI I AKTsII OT GENERAL'NOGO BANKA-PARTNERA OAO SBERBANK ROSSII ^p  mnogokanal'nyj telefon v Kazani: 8(@@PHONE@@. ^p  v baze: 23316","{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""1"", ""Vid ob'ekta"":""Vtorichka"", ""Etazh"":""Ne pervyj"", ""Etazh"":""5"", ""Etazhej v dome"":""5-8"", ""Etazhej v dome"":""5"", ""Tip doma"":""Kirpichnyj"", ""Adres"":""Kazan', Gvardejskaja 48""}",1500000,,0,1,0,0,21.05
14951471,Lichnye veschi,Detskaja odezhda i obuv',Plat'e-sarafan,Plat'e-sarafan na devochku do 150sm ^p Mozhno ne ochen' huden'kuju ^p Na podklade ^p V otlichnom sostojanii!,"{""Vid odezhdy"":""Dlja devochek"", ""Predmet odezhdy"":""Plat'ja i jubki"", ""Razmer"":""134-140 sm (8-10 let)""}",500,,0,0,0,0,5.65
44337251,Bytovaja elektronika,Telefony,Samsung galaxy ace,Prodam ili obmenjaju na drugoj android smartfon.vse cheki doki prisutstvujut.,"{""Vid telefona"":""Samsung""}",2000,,0,0,0,0,14.49
92810972,Transport,Avtomobili s probegom,"VAZ 2110, 2004","v horoshem teh sostojanie , muzyka, perednie steklo pod'emniki, tumanki,signalizatsija s obratnoj svjaz'ju , tsena 143000 torg pri osmotre.","{""Marka"":""VAZ (LADA)"", ""Model'"":""2110"", ""God vypuska"":""2004"", ""Probeg"":""85 000 - 89 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Serebrjanyj "", ""Ob'em dvigatelja"":""1.5"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Perednij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",143000,,0,0,0,0,19.44
84412478,Uslugi,Predlozhenija uslug,Detskij massazh,"Massazh detjam vseh vozrastov. ^p Professional'nye znanija: ^p     meditsinskij massazh, ^p     massazh i gimnastika detej ot 2 do 4 mesjatsev, ^p     massazh i gimnastika detej ot 4 do 12 mesjatsev, ^p     massazh i gimnastika detej ot 1 do 3 let, ^p     massazh i gimnastika pri displazii, rahite, H i O obraznom iskrivlenie nog, ^p     massazh pri krivoshee, myshechnyh distonijah, ^p     massazh pri VSD,     ^p     massazh pri nevrozah, ^p     massazh pri osteohondroze, ^p     massazh pri skolioze, ploskostop'e. i.t d.","{""Vid uslugi"":""Krasota, zdorov'e""}",600,0,1,0,0,0,19.4
95650148,Zhivotnye,Koshki,Shikarnye seropuzen'kie smeshariki,"Rebjatki-metisy sibirjaka. pljushevye krasavtsy .poltora mesjatsa skoro. k lotku priucheny ,ochen' laskovye ,ljubopytnye i zadornye.  stoimost'-tri tysjachi rublej.","{""Poroda"":""Sibirskaja""}",0,,0,0,0,0,23.42
36807132,Uslugi,Predlozhenija uslug,Brigada monolitchikov(slavjane) ischem ob'emy,Monolitchiki. Stazh 5 let. Ukomplektovannaja brigada. Slavjane. 20 chelovek. Po hodu raboty uvelichivaem kolichestvo rabochej sily eli trebuetsja.,"{""Vid uslugi"":""Remont, stroitel'stvo""}",0,,0,0,0,0,0.12
77878917,Lichnye veschi,Chasy i ukrashenija,Chasy U-Boat,"Chasy izgotovleny s primeneniem ekologicheski chistyh gipoallergennyh materialov, ne vyzyvajuschih allergicheskih reaktsij poverhnosti kozhi. Vse chasy @@URL@@ ^p Serija: Classico ^p Artikul : ^p 3660621 ^p Pol : ^p Muzhskie ^p Model' mehanizma : ^p Miyota, Japonija ^p Tip mehanizma : ^p Kvartsevyj ^p Funktsii : ^p chasovaja, minutnaja i sekundnaja strelki; indikator daty; sistema ""Chronograph"" ^p Korpus : ^p korpus izgotovlen iz polirovannoj nerzhavejuschej stali ^p Braslet : ^p Remeshok izgotovlen iz vysokoprochnogo i elastichnogo kauchuka ^p Tsvet brasleta : ^p Chernyj ^p Zastezhka : ^p Raskladyvajuschajasja, s fiksatsiej razmera zapjast'ja ^p Forma chasov : ^p Kruglaja ^p Razmer : ^p D=50mm, T=13mm ^p Steklo : ^p Kristall sapfira ^p Elementy inkrustatsii : ^p Ranta kristallami SWAROWSKI (esli imeetsja) ^p Vodonepronitsaemost' : ^p vodonepronitsaemyj, odnako my ne rekomenduem vam plavat' s chasami ^p Strana poizvoditel' : ^p Sdelano v Avstrii ^p Garantija : ^p Garantija 6 mesjatsev ^p Ne propustite nashi aktsii: ^p -10% za pokupku dvuh chasov ^p -20% v Den' Rozhdenija ^p a takzhe provoditsja reguljarnaja rasprodazha @@URL@@","{""Vid tovara"":""Chasy""}",6500,,0,0,0,2,0.14
90901882,Nedvizhimost',Kvartiry,"2-k kvartira, 88 m, 19/22 et.","Ppodaju 2-k, ShMR, ul. Filatova,, ploschad' 82/40/16 ^p Prodaju 2-h k.kvartiru v r-ne Severnyh mostov, 19/22 monolit, u doma sovremennyj fasad, 2 skorostnyh, besshumnyh lifta,82/40/16, udachnaja planirovka s izolirovannymi komnatami, iz zala otkryvaetsja shikarnyj vid na gorod, osobenno on horosh noch'ju, s/u razdel'nyj v kafele spokojnyh ottenkov. Kuhnja vyderzhana v klassicheskom stile, iz nee  vyhod na lodzhiju, gde mozhno postavit' stolik i kresla i naslazhdat'sja vidom goroda s druz'jami, tak kak tam tozhe est' vitrazhnoe osteklenie! V bol'shoj prihozhej vstroennyj shkaf  so  mnozhestvom funktsional'nyh polochek, a takzhe ochen' vmestitel'naja garderobnaja komnata, kotoruju vozmozhno ispol'zovat' pod kabinet! Novaja kvartira  novyj remont, nikto ne zhil! Rjadom s domom ostanovka transporta, magaziny,  shkola 100 v peshej dostupnosti! Tsena 4800 tys. rublej","{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""2"", ""Vid ob'ekta"":""Novostrojka"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""19"", ""Etazhej v dome"":""17-25"", ""Etazhej v dome"":""22"", ""Tip doma"":""Monolitnyj"", ""Adres"":""ShMP, ul. Filatova""}",4800600,,0,0,0,0,23.91
93192683,Hobbi i otdyh,Ohota i rybalka,Nozh kizljarskij T-1,"Nozh T-1 iz vysokokachestvennoj frantsuzskoj stali z60 zadumyvalsja kak universal'nyj instrument dlja bol'shinstva vidov polevyh rabot.  ^p T-1 - eto udobnyj, moschnyj i nadezhnyj instrument sposobnyj spravit'sja s ljuboj zadachej nachinaja ot chistki kartoshki i zakanchivaja kolkoj drov.  ^p S pervogo vzgljada nozh srazu peredaet oschuschenie moschi i nadezhnosti blagodarja svoim ""muzhskim"" kachestvam - bol'shie proportsii, prjamye linii, massivnaja tolstaja rukojat', tolschina klinka 4.6 mm, solidnyj ves - vse eto delaet T-1 istinnym muzhskim nozhom.",,1600,1,1,0,0,0,15.28
71254088,Transport,Avtomobili s probegom,"LADA Kalina, 2007","KALINA 2007g.v. h.t.s. motor bez narekanij 1.6. 8kl.probeg 101t.km. komplektatsija norma, EUR, per. st. pod'emniki.  muzyka, rezina zima, leto na lit'e. tsena 159t.r. torg real'nyj u mashiny.","{""Marka"":""VAZ (LADA)"", ""Model'"":""Kalina"", ""God vypuska"":""2007"", ""Probeg"":""100 000 - 109 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Seryj"", ""Ob'em dvigatelja"":""1.6"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Perednij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",159000,,0,0,0,0,16.41
72043678,Transport,Avtomobili s probegom,"KIA Sportage, 2010",4 el.steklopod'emnika ^p 6 Air-Bag ^p ABS ^p CD-proigryvatel' ^p antiprobuksovochnaja sistema ^p bortovoj komp'juter ^p GUR ^p datchik dozhdja ^p datchik sveta ^p zamok na KPP ^p immobilajzer ^p klimat-kontrol' ^p korrektor far ^p kruiz-kontrol' ^p litye diski ^p mul'tirul' ^p obogrev zadnego stekla ^p obogrev zerkal ^p parktronik ^p podogrev sidenij ^p protivotumannye fary ^p reguliruemaja rulevaja kolonka ^p rejlingi ^p sistema kursovoj ustojchivosti ^p tkanevyj salon ^p tonirovka ^p tsentral'nyj zamok ^p el.privod zerkal,"{""Marka"":""KIA"", ""Model'"":""Sportage"", ""God vypuska"":""2010"", ""Probeg"":""80 000 - 84 999"", ""Tip kuzova"":""Vnedorozhnik"", ""Tsvet"":""Serebrjanyj "", ""Ob'em dvigatelja"":""2.0"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Polnyj"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",710000,,0,0,0,0,15.77
59630706,Transport,Avtomobili s probegom,"VAZ 2107, 2003","Prodaju VAZ 2107 ,GOD VYPUSKA 2003 ,V HOROShEM SOSTOJaNII,IMEJuTSJa PEREDNIE ELEKTROSTEKLOPOD'EMNIKI,MUZYKA,POLNAJa ShUMOIZOLJaTsIJa,REZINA ZIMA-LETO(LETO -LITYE R14) ,TONIROVANNYJ POLUKRUG ,NE GNILAJa ,PODROBNAJa INFORMATsIJa PO TELEFONU ,TORG.","{""Marka"":""VAZ (LADA)"", ""Model'"":""2107"", ""God vypuska"":""2003"", ""Probeg"":""70 000 - 74 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Sinij"", ""Ob'em dvigatelja"":""1.5"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Zadnij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",60000,,0,0,0,0,0.7
46619319,Zhivotnye,Sobaki,Prodam schenjat kavkazkoj ovcharki,schenjata rozhdeny 04.11.13 polost'ju privity 2 mal'chika 2 ^p  devochki,"{""Poroda"":""Kavkazskaja ovcharka""}",5000,,0,0,0,0,23.43
45891280,Bytovaja elektronika,Noutbuki,HP dv6-6c55er/i7 2670QM/8Gb/1Tb/7690M 2Gb/Win7HP,"Nebol'shaja vmjatina na korpuse, sterty neskol'ko angl bukv ^p Diagonal' ekrana v djujmah: 15.6 "" ^p Razreshenie ekrana: 1366768 ^p Svetodiodnaja podsvetka ekrana: est' ^p Poverhnost' ekrana: gljantsevaja ^p Protsessor: Intel Core i7 2670QM ^p Protsessor, chastota: 2.2 GGts (3.1 GGts, v rezhime Turbo) ^p Chislo jader protsessora: chetyreh'jadernyj ^p Operativnaja pamjat': 8192 Mb, DDR3 ^p Graficheskij kontroller: AMD Radeon HD 7690M  2048 Mb ^p Ob'em HDD: 1000 Gb, 5400 ob/min ^p Tip ODD: DVD-RW ^p Kard-rider: est', podderzhkaSD/MMC ^p Podderzhka tehnologii Wi-Fi: Da, 802.11 b/g/n ^p Podderzhka tehnologii Bluetooth: Da ^p Kabel'naja set'(RJ-45): 10/100/1000 Mbit/sek (Gigabit Ethernet) ^p Porty USB 2.0: 2 ^p Porty USB 3.0: 2 ^p Raz'em D-Sub: 1 ^p Raz'em HDMI: 1 ^p Operatsionnaja sistema: Windows 7 Home Premium, 64-bit ^p Veb-kamera: vstroennaja ^p Vstroennyj mikrofon: est' ^p Raz'em dlja naushnikov: est' ^p Raz'em dlja mikrofona: est' ^p Akusticheskaja sistema:  Beats Audio ^p Tsvet klaviatury noutbuka: chernyj ^p Chislovoj blok klaviatury: est' ^p Skaner otpechatka pal'tsa: est' (Fingerprint) ^p Tip batarei: Li-Ion ^p Kolichestvo jacheek batarei: 6 cell ^p Emkost' batarei: 5225 mAh ^p Energoemkost' batarei: 62 Wh ^p Naprjazhenie batarei: 11.1 V ^p Material korpusa: plastik i metall ^p Tsvetovoe reshenie: serebristyj ^p Vneshnjaja poverhnost': matovaja ^p Vnutrennjaja poverhnost': matovaja/gljantsevaja ^p Razmery (ShhGhV): 378 h 246.8 h 35.2 mm ^p Ves: 2.91 kg",,13000,,0,0,0,0,3.47
60229568,Transport,Avtomobili s probegom,"VAZ 2106, 1997",Prodaju svjazi s pokupkoj novogo avto )vse voprosy po telefonu,"{""Marka"":""VAZ (LADA)"", ""Model'"":""2106"", ""God vypuska"":""1997"", ""Probeg"":""80 000 - 84 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Belyj "", ""Ob'em dvigatelja"":""1.7"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Zadnij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",0,,0,0,0,0,20.34
58631128,Nedvizhimost',Kvartiry,"4-k kvartira, 196 m, 3/17 et.","Vse inzhenernye seti  podkljucheny k tsentral'nym sistemam vodosnabzhenija, teplosnabzhenija, kanalizatsii i elektrosnabzhenija. Imeetsja neskol'ko zon barbekju s mangalami, otkrytymi i krytymi besedkami.  Est' sauna i trenazhernyj zal. Dostojaniem kompleksa javljaetsja ozdorovitel'nyj kompleks, raspolozhennyj prjamo na kryshe doma. Pridomovaja territorija, oformlena elementami landshaftnogo dizajna. Rabotaet dva skorostnyh lifta ot urovnja parkovki do kryshi. Predusmotrena rabota sluzhby kons'erzhej. Prostornaja detskaja ploschadka.","{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""4"", ""Vid ob'ekta"":""Novostrojka"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""3"", ""Etazhej v dome"":""17-25"", ""Etazhej v dome"":""17"", ""Adres"":""ul. Moskovskaja/40 let Pobedy""}",12563600,,0,0,0,0,5.46
